scode	sname	amccode_amccode
106217	SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Growth	22
106224	SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Monthly Dividend	22
106222	SBI Short Horizon Debt Fund - Ultra Short Term Fund- Institutional Plan - Weekly Dividend	22
106223	SBI Short Horizon Debt Fund -Ultra Short Term Fund - Institutional Plan - Fortnightly Dividend	22
119683	Sundaram  Low Duration Fund - Direct Plan - Bonus Option	33
119681	Sundaram  Low Duration Fund - Direct Plan - Fortnightly Dividend Option	33
119678	Sundaram Low Duration  Fund - Direct Plan - Quarterly Dividend Option	33
119677	Sundaram Low Duration  Fund - Direct Plan - Weekly Dividend Option	33
105555	Sundaram Low Duration Fund   Inst Qtrly   Dividend	33
119679	Sundaram Low Duration Fund  Direct Plan - Daily Dividend Reinvestment Option	33
105554	Sundaram Low Duration Fund  Inst Daily Dividend	33
105562	Sundaram Low Duration Fund  Inst Growth	33
105559	Sundaram Low Duration Fund  Inst Weekly  Dividend	33
119680	Sundaram Low Duration Fund - Direct Plan - Growth Option	33
119682	Sundaram Low Duration Fund - Direct Plan - Monthly Dividend Option	33
105560	Sundaram Low Duration Fund Inst Fortnightly  Dividend	33
105561	Sundaram Low Duration Fund Inst Monthly  Dividend	33
105565	Sundaram Low Duration Fund Regular Daily Dividend	33
105557	Sundaram Low Duration Fund Regular Fortnightly Dividend	33
105563	Sundaram Low Duration Fund Regular Growth	33
105566	Sundaram Low Duration Fund Regular Monthly Dividend	33
105558	Sundaram Low Duration Fund Regular Qtrly Dividend	33
105556	Sundaram Low Duration Fund Regular Weekly Dividend (Formerly Super Institutional Plan)	33
105553	Sundaram Low Duration Fund Retail Daily Dividend	33
105550	Sundaram Low Duration Fund Retail fortnightly Dividend	33
105564	Sundaram Low Duration Fund Retail Growth	33
105551	Sundaram Low Duration Fund Retail Monthly Dividend	33
105552	Sundaram Low Duration Fund Retail Quarterly Dividend	33
105549	Sundaram Low Duration Fund Retail Weekly Dividend	33
118329	Sundaram Low Duration Fund-  Bonus Option	33
119864	Tata Treasury Advantage Fund - Direct Plan - Daily Dividend	25
119863	Tata Treasury Advantage Fund - Direct Plan - Growth	25
119957	Tata Treasury Advantage Fund - Direct Plan - Periodic Dividend	25
119865	Tata Treasury Advantage Fund - Direct Plan - Weekly Dividend	25
147398	Tata Treasury Advantage Fund -Direct Plan -Periodic Dividend (Segregated Portfolio 1)	25
147395	Tata Treasury Advantage Fund -Direct Plan -Weekly Dividend (Segregated Portfolio 1)	25
147397	Tata Treasury Advantage Fund- Direct Plan - Daily Dividend (Segregated Portfolio 1)	25
147396	Tata Treasury Advantage Fund- Direct Plan -Growth (Segregated Portfolio 1)	25
103159	Tata Treasury Advantage Fund - Regular Plan  - Growth	25
147399	Tata Treasury Advantage Fund-Regular Plan - Growth (Segregated Portfolio 1)	25
103158	Tata Treasury Advantage Fund -Regular Plan - Weekly Dividend	25
147400	Tata Treasury Advantage Fund -Regular Plan-Weekly Dividend (Segregated Portfolio 1)	25
147401	Tata Treasury Advantage Fund - Regular Plan -Daily Dividend (Segregated Portfolio 1)	25
103160	Tata Treasury Advantage Fund- Regular Plan - Daily Dividend	25
115464	Tata Treasury Advantage Fund - Regular Plan  - Periodic Dividend Option	25
147402	Tata Treasury Advantage Fund - Regular Plan - Periodic Dividend Option (Segregated Portfolio 1)	25
141958	UTI - Treasury Advantage Fund - Direct Plan - Annual Dividend Option	28
120738	UTI - Treasury Advantage Fund - Direct Plan - Bonus Option	28
120737	UTI - Treasury Advantage Fund - Direct Plan - Daily Dividend Reinvestment Option	28
133127	UTI - Treasury Advantage Fund - Direct Plan - Flexi Dividend Option	28
135191	UTI - Treasury Advantage Fund - Direct Plan - Fortnightly Dividend Option	28
120735	UTI - Treasury Advantage Fund - Direct Plan - Growth Option	28
133469	UTI - Treasury Advantage Fund - Direct Plan - Half Yearly Dividend Option	28
120736	UTI - Treasury Advantage Fund - Direct Plan - Monthly Dividend Option	28
120734	UTI - Treasury Advantage Fund - Direct Plan - Quarterly Dividend Option	28
120739	UTI - Treasury Advantage Fund - Direct Plan - Weekly Dividend Option	28
102538	UTI - Treasury Advantage Fund - Discontinued - Annaul Dividend Option	28
105578	UTI - Treasury Advantage Fund - Discontinued - Periodic Dividend Plan	28
102541	UTI - Treasury Advantage Fund - Discontinued - Quarterly Dividend Option	28
102539	UTI - Treasury Advantage Fund - Discontinued Bonus Option	28
105659	UTI - Treasury Advantage Fund - Discontinued Flexi Dividend Plan	28
102540	UTI - Treasury Advantage Fund - Discontinued Growth Option	28
105670	UTI - Treasury Advantage Fund - Discontinued Monthly Dividend Option	28
102545	UTI - Treasury Advantage Fund - Regular Plan - Bonus Option	28
105605	UTI - Treasury Advantage Fund - Regular Plan - Daily Dividend Reinvestment Option	28
133130	UTI - Treasury Advantage Fund - Regular Plan - Flexi Dividend Option	28
133733	UTI - Treasury Advantage Fund - Regular Plan - Fortnightly Dividend Option	28
102544	UTI - Treasury Advantage Fund - Regular Plan - Growth Option	28
136345	UTI - Treasury Advantage Fund - Regular Plan - Half Yearly Dividend Option	28
105658	UTI - Treasury Advantage Fund - Regular Plan - Monthly Dividend Option	28
115483	UTI - Treasury Advantage Fund - Regular Plan - Quarterly Dividend Option	28
105627	UTI - Treasury Advantage Fund - Regular Plan - Weekly Dividend Option	28
119538	Aditya Birla Sun Life Medium Term Plan - Dividend - Direct Plan	3
111812	Aditya Birla Sun Life Medium Term Plan - Dividend - Regular Plan	3
119539	Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan	3
111803	Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan	3
119540	Aditya Birla Sun Life Medium Term Plan - Half Yearly Dividend - Direct Plan	3
111811	Aditya Birla Sun Life Medium Term Plan - Half Yearly Dividend - Regular Plan	3
111804	Aditya Birla Sun Life Medium Term Plan - Institutional - Growth Plan	3
119541	Aditya Birla Sun Life Medium Term Plan - Quarterly Dividend - Direct Plan	3
111809	Aditya Birla Sun Life Medium Term Plan - Quarterly Dividend - Regular Plan	3
128958	Axis Strategic Bond Fund - Bonus Option	53
120475	Axis Strategic Bond Fund - Direct Plan - Growth Option	53
120474	Axis Strategic Bond Fund - Direct Plan - Half Yearly Dividend option	53
120476	Axis Strategic Bond Fund - Direct Plan - Quarterly Dividend option	53
116894	Axis Strategic Bond Fund - Growth Option	53
116896	Axis Strategic Bond Fund - Half Yearly Dividend Option	53
116895	Axis Strategic Bond Fund - Quarterly Dividend Option	53
127320	BNP Paribas Medium Term  Fund - Annual Dividend Option	59
127307	BNP Paribas Medium Term Fund - Calendar Quarterly Dividend Option	59
127315	BNP Paribas Medium Term Fund - Direct Plan - Annual Dividend Option	59
127311	BNP Paribas Medium Term Fund - Direct Plan - Calendar Quarterly Dividend Option	59
127305	BNP Paribas Medium Term Fund - Direct Plan - Growth Option	59
127313	BNP Paribas Medium Term Fund - Direct Plan - Half yearly Dividend Option	59
127310	BNP Paribas Medium Term Fund - Direct Plan - Monthly Dividend Option	59
127304	BNP Paribas Medium Term Fund - Growth Option	59
127319	BNP Paribas Medium Term Fund - Half Yearly Dividend Option	59
127308	BNP Paribas Medium Term Fund - Monthly Dividend Option	59
118922	DSP Bond Fund - Direct Plan - Dividend	6
118924	DSP Bond Fund - Direct Plan - Growth	6
118921	DSP Bond Fund - Direct Plan - Monthly Dividend	6
100077	DSP Bond Fund - Dividend	6
100078	DSP Bond Fund - Growth	6
100079	DSP Bond Fund - Monthly Dividend	6
118555	Franklin India Income Opportunities Fund - Direct - Dividend	27
118554	Franklin India Income Opportunities Fund - Direct - Growth	27
112305	Franklin India Income Opportunities Fund - Dividend	27
112304	Franklin India Income Opportunities Fund - Growth	27
101989	HDFC Medium Term Debt Fund -Growth Option	9
132852	HDFC Medium Term Debt Fund-Dividend option	9
132853	HDFC Medium Term Debt Fund-Dividend Option-Direct Plan	9
119080	HDFC Medium Term Debt Fund-Fortnightly Div option-Direct Plan	9
101990	HDFC Medium Term Debt Fund-Fortnightly Option	9
119081	HDFC Medium Term Debt Fund-Growth Option-Direct Plan	9
132981	ICICI Prudential Medium Term Bond Fund - Annual Dividend	20
130935	ICICI Prudential Medium Term Bond Fund - Bonus	20
120670	ICICI Prudential Medium Term Bond Fund - Direct Plan - Growth	20
120672	ICICI Prudential Medium Term Bond Fund - Direct Plan - Half Yearly Dividend	20
120671	ICICI Prudential Medium Term Bond Fund - Direct Plan - Quarterly Dividend	20
130936	ICICI Prudential Medium Term Bond Fund - Direct Plan Bonus	20
102741	ICICI Prudential Medium Term Bond Fund - Growth	20
117330	ICICI Prudential Medium Term Bond Fund - Half Yearly Dividend	20
113137	ICICI Prudential Medium Term Bond Fund - Quarterly Dividend	20
132982	ICICI Prudential Medium Term Bond Fund -Direct Plan - Annual Dividend	20
113080	ICICI Prudential Medium Term Bond Fund Plan A - Weekly Dividend	20
117706	ICICI Prudential Medium Term Bond Fund Plan B - Half Yearly Dividend	20
113138	ICICI Prudential Medium Term Bond Fund Plan B - Quarterly Dividend	20
113136	ICICI Prudential Medium Term Bond Fund Plan C - Quarterly Dividend	20
102743	ICICI Prudential Medium Term Bond Fund-Plan B-Growth	20
118404	IDFC Bond Fund - Medium Term Plan - Direct Plan-Fortnightly Dividend	48
108731	IDFC Bond Fund - Medium Term Plan - Regular Plan-Daily Dividend Option	48
108729	IDFC Bond Fund - Medium Term Plan - Regular Plan-Fortnightly Dividend Option	48
108727	IDFC Bond Fund - Medium Term Plan - Regular Plan-Monthly Dividend Option	48
113169	IDFC Bond Fund - Medium Term Plan - Regular Plan-Quarterly Dividend Option	48
131384	IDFC Bond Fund - Medium Term Plan -Direct Plan_Periodic Dividend	48
108730	IDFC Bond Fund - Medium Term Plan -Regular Plan- Bimonthly Dividend Option	48
108728	IDFC Bond Fund - Medium Term Plan -Regular Plan- Growth Option	48
131385	IDFC Bond Fund - Medium Term Plan -Regular Plan_Periodic Dividend	48
118399	IDFC Bond Fund - Medium Term Plan-Direct Plan-Bi Monthly Dividend	48
118400	IDFC Bond Fund - Medium Term Plan-Direct Plan-Daily Dividend	48
118401	IDFC Bond Fund - Medium Term Plan-Direct Plan-Growth	48
118402	IDFC Bond Fund - Medium Term Plan-Direct Plan-Monthly Dividend	48
118403	IDFC Bond Fund - Medium Term Plan-Direct Plan-Quartely Dividend	48
121153	Indiabulls Income Fund - Direct Plan - Growth Option	63
121156	Indiabulls Income Fund - Direct Plan - Half Yearly Dividend Option	63
121154	Indiabulls Income Fund - Direct Plan - Monthly Dividend Option	63
121155	Indiabulls Income Fund - Direct Plan - Quarterly Dividend Option	63
121158	Indiabulls Income Fund - Regular Plan - Growth Option	63
121157	Indiabulls Income Fund - Regular Plan - Half Yearly Dividend Option	63
121159	Indiabulls Income Fund - Regular Plan - Monthly Dividend Option	63
121160	Indiabulls Income Fund - Regular Plan - Quarterly Dividend Option	63
128078	Kotak Medium Term Fund - Annual Dividend	17
128079	Kotak Medium Term Fund - Direct - Annual Dividend	17
128008	Kotak Medium Term Fund - Direct - Quarterly Dividend	17
128006	Kotak Medium Term Fund - Direct Growth	17
128009	Kotak Medium Term Fund - Growth	17
128007	Kotak Medium Term Fund - Quarterly Dividend	17
134425	L&T Resurgent India  Bond Fund - Direct Plan - Annual Dividend	56
133606	L&T Resurgent India  Bond Fund - Direct Plan - Dividend	56
133604	L&T Resurgent India  Bond Fund - Direct Plan - Growth	56
134426	L&T Resurgent India  Bond Fund - Regular Plan - Annual Dividend	56
133605	L&T Resurgent India  Bond Fund - Regular Plan - Dividend	56
133607	L&T Resurgent India  Bond Fund - Regular Plan - Growth	56
130051	Nippon India Strategic Debt Fund - Bonus Option	21
130052	Nippon India Strategic Debt Fund - Direct Plan - Bonus Option	21
130054	Nippon India Strategic Debt Fund - Direct Plan - Dividend Plan	21
130050	Nippon India Strategic Debt Fund - Direct Plan - Growth Option	21
130055	Nippon India Strategic Debt Fund - Direct Plan - Quarterly Dividend Plan	21
130053	Nippon India Strategic Debt Fund - Dividend Plan	21
130037	Nippon India Strategic Debt Fund - Growth Option	21
130056	Nippon India Strategic Debt Fund - Quarterly Dividend Plan	21
119825	SBI MAGNUM MEDIUM DURATION FUND - DIRECT PLAN - DIVIDEND	22
119824	SBI MAGNUM MEDIUM DURATION FUND - DIRECT PLAN - GROWTH	22
102054	SBI MAGNUM MEDIUM DURATION FUND - REGULAR PLAN - DIVIDEND	22
102053	SBI MAGNUM MEDIUM DURATION FUND - REGULAR PLAN - GROWTH	22
119676	Sundaram Medium Term Bond Fund  - Direct Plan - Annual Dividend Option	33
119672	Sundaram Medium Term Bond Fund  - Direct Plan - Quarterly Dividend Option	33
119673	Sundaram Medium Term Bond Fund - Direct Plan - Bonus Option	33
119674	Sundaram Medium Term Bond Fund - Direct Plan - Half Yearly Dividend Option	33
100603	Sundaram Medium Term Bond Fund - Regular Growth	33
100609	Sundaram Medium Term Bond Fund - Regular Half-Yearly Dividend	33
100610	Sundaram Medium Term Bond Fund -Annual Dividend	33
100611	Sundaram Medium Term Bond Fund -Institutional Plan - Bonus Option	33
100607	Sundaram Medium Term Bond Fund -Institutional Plan(Annual Dividend)	33
100608	Sundaram Medium Term Bond Fund -Institutional Plan(Growth)	33
100605	Sundaram Medium Term Bond Fund -Institutional Plan(Qtrly Dividend)	33
100602	Sundaram Medium Term Bond Fund -Qtrly Dividend	33
100604	Sundaram Medium Term Bond Fund -Regular Bonus Option	33
119675	Sundaram Medium Term Bond Fund- Direct Plan - Growth Option	33
100606	Sundaram Medium Term Bond Fund-Institutional Plan(Half-Yearly Dividend)	33
101605	Tata Medium Term Fund Regular Plan -  Bonus/Dividend	25
147383	Tata Medium Term Fund Regular Plan -Bonus/Dividend (Segregated Portfolio 1)	25
101703	Tata Medium Term Fund Regular Plan - Growth	25
147384	Tata Medium Term Fund Regular Plan - Growth (Segregated Portfolio 1)	25
147386	Tata Medium Term Fund - Direct Plan -Bonus/Dividend (Segregated Portfolio 1)	25
147385	Tata Medium Term Fund -Direct Plan -Growth (Segregated Portfolio 1)	25
119127	Tata Medium Term Fund- Direct Plan- Growth	25
119126	Tata Medium Term Fund- Direct Plan-Bonus/Dividend	25
134505	UTI Medium Term Fund - Direct Plan - Annual Div Option	28
134506	UTI Medium Term Fund - Direct Plan - Flexi Div Option	28
134503	UTI Medium Term Fund - Direct Plan - Growth Option	28
134504	UTI Medium Term Fund - Direct Plan - Half Yearly Div Option	28
134501	UTI Medium Term Fund - Direct Plan - Monthly Div Option	28
134502	UTI Medium Term Fund - Direct Plan - Quarterly Div Option	28
134500	UTI Medium Term Fund - Regular Plan - Annual Div Option	28
134498	UTI Medium Term Fund - Regular Plan - Flexi Div Option	28
134499	UTI Medium Term Fund - Regular Plan - Growth Option	28
134497	UTI Medium Term Fund - Regular Plan - Half Yearly Div Option	28
134495	UTI Medium Term Fund - Regular Plan - Monthly Div Option	28
134496	UTI Medium Term Fund - Regular Plan - Quarterly Div Option	28
111777	Aditya Birla Sun Life Income Fund (Discipline Advantage Plan)	3
133446	Aditya Birla Sun Life Income Fund - Dividend - Direct Plan	3
133445	Aditya Birla Sun Life Income Fund - Dividend - Regular Plan	3
119657	Aditya Birla Sun Life Income Fund - Growth - Direct Plan	3
100038	Aditya Birla Sun Life Income Fund - Growth - Regular Plan	3
119655	Aditya Birla Sun Life Income Fund - Quarterly Dividend - Direct Plan	3
100037	Aditya Birla Sun Life Income Fund - Quarterly Dividend - Regular Plan	3
119395	BOI AXA Conservative Hybrid  Fund-Direct Plan-Quarterly Dividend	46
111718	BOI AXA Conservative Hybrid  Fund-ECO Plan-Quarterly Dividend	46
119393	BOI AXA Conservative Hybrid Fund Fund-Direct Plan-Growth	46
119396	BOI AXA Conservative Hybrid Fund-Direct Plan-Annual Dividend	46
119394	BOI AXA Conservative Hybrid Fund-Direct Plan-Monthly Dividend	46
111715	BOI AXA Conservative Hybrid Fund-ECO Plan-Growth	46
111717	BOI AXA Conservative Hybrid Fund-ECO Plan-Monthly Dividend	46
111714	BOI AXA Conservative Hybrid Fund-Regular Plan-Annual Dividend	46
111712	BOI AXA Conservative Hybrid Fund-Regular Plan-Growth	46
111716	BOI AXA Conservative Hybrid Fund-Regular Plan-Monthly Dividend	46
111713	BOI AXAConservative Hybrid Fund-Regular Plan-Quarterly Dividend	46
101588	Canara Robeco Income Fund - Regular Plan - Growth	32
101587	Canara Robeco Income Fund - Regular Plan - Quarterly Dividend	32
118281	Canara Robeco Income Fund- Direct Plan - Quarterly Dividend	32
118282	Canara Robeco Income Fund-Direct Plan - Growth Option	32
133365	HDFC Income Fund - Direct Plan - Normal Dividend Option	9
133366	HDFC Income Fund - Regular Plan - Normal Dividend Option	9
119069	HDFC Income Fund -Direct Plan - Growth Option	9
119068	HDFC Income Fund -Direct Plan - Quarterly Dividend Option	9
100123	HDFC Income Fund- Quarterly Dividend Option	9
100124	HDFC Income Fund-Growth	9
101686	HSBC Debt Fund - Dividend	37
120101	HSBC Debt Fund - Dividend Direct	37
101685	HSBC Debt Fund - Growth	37
120059	HSBC Debt Fund - Growth Direct	37
130932	ICICI Prudential Bond Fund - Bonus	20
120617	ICICI Prudential Bond Fund - Direct Plan - Dividend Monthly	20
120618	ICICI Prudential Bond Fund - Direct Plan - Dividend Quarterly	20
120619	ICICI Prudential Bond Fund - Direct Plan - Growth	20
131480	ICICI Prudential Bond Fund - Direct Plan - Half Yearly Dividend	20
109741	ICICI Prudential Bond Fund - Dividend Monthly	20
109743	ICICI Prudential Bond Fund - Dividend Quarterly	20
109740	ICICI Prudential Bond Fund - Growth	20
131481	ICICI Prudential Bond Fund - Half Yearly Dividend	20
109742	ICICI Prudential Bond Fund- Institutional Growth	20
109744	ICICI Prudential Bond Fund- Institutional Monthly Dividend	20
109745	ICICI Prudential Bond Fund- Institutional Quarterly Dividend	20
118393	IDFC Bond Fund - Income Plan - Direct Plan-Annual Dividend	48
